handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_7b21d6e2-cbf4-418c-b89d-ed137d5a6852,MEDIA,,,,,,b10e01_b064af900323418f91c2e4b51621f8a3~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7b21d6e2-cbf4-418c-b89d-ed137d5a6852,MEDIA,,,,,,b10e01_0c0060cb476c49c4a5e77a80889c1c57~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_cbd8f9a6-f027-42c1-8e83-cfdf49e820cd,PRODUCT,Charm Drop Gold Pendant Necklace – 18K Gold Plated Stainless Steel,true,"<p>Modern and expressive, this charm drop pendant necklace blends edgy design with elegant sparkle. Featuring a sleek layered bar detail with delicate dangling charms, including a crystal-studded leaf and heart, it’s crafted from premium stainless steel with a rich 18K gold plated finish. The subtle shimmer and unique silhouette make it a standout piece while remaining lightweight, durable, and anti-tarnish — perfect for elevating your everyday style with a touch of personality</p>",necklaces,necklaces,,,Best Seller,Luxereva,799,1899,,IN_STOCK,false,,,L0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_cbd8f9a6-f027-42c1-8e83-cfdf49e820cd,MEDIA,,,,,,b10e01_77e7e19e9df8471c92aa5a1af780fc07~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_cbd8f9a6-f027-42c1-8e83-cfdf49e820cd,MEDIA,,,,,,b10e01_8325230ea334473c8db8ff4e6b71f932~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_cbd8f9a6-f027-42c1-8e83-cfdf49e820cd,MEDIA,,,,,,b10e01_70f3233335064a8c8818ce828f8cd596~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fa03e2ef-a1bf-4e7d-b52b-ea8645310399,PRODUCT,Butterfly Heart Gold Pendant – 18K Gold Plated Stainless Steel,false,"<p>Elegant and feminine, this heart-shaped pendant features a delicate butterfly motif at its center, symbolizing beauty and transformation. Accented with shimmering crystals and a soft-toned centerpiece stone, it’s crafted from premium stainless steel with a radiant 18K gold plated finish. Lightweight, durable, and anti-tarnish, this pendant is perfect for adding a subtle sparkle to your everyday look or gifting someone special a piece full of charm and meaning.</p>",necklaces,necklaces,,,Best Seller,Luxereva,1499,,108.15,IN_STOCK,false,,,L0136,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fa03e2ef-a1bf-4e7d-b52b-ea8645310399,MEDIA,,,,,,b10e01_5f2c954dffa040babba600440b0f75aa~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fd355796-1e60-4571-92ca-bb3760a3a22e,PRODUCT,Minimal Ring Drop Gold Pendant – 18K Gold Plated Stainless Steel,true,"<p>Sleek and contemporary, this minimal ring drop pendant is designed for effortless everyday elegance. Featuring a textured gold accent paired with a clean circular drop detail, it’s crafted from high-quality stainless steel and finished in radiant 18K gold plating. Lightweight, durable, and anti-tarnish, this piece offers a modern, understated look that complements any outfit — perfect for layering or wearing solo for a refined touch.</p>",necklaces,necklaces,,,Best Seller,Luxereva,799,2499,,IN_STOCK,false,,,L0137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fd355796-1e60-4571-92ca-bb3760a3a22e,MEDIA,,,,,,b10e01_2b1d7830a3a74a6cb9c8e211f2e2d14e~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fd355796-1e60-4571-92ca-bb3760a3a22e,MEDIA,,,,,,b10e01_3a065d4dcaca48f9a2260c9440763361~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fd355796-1e60-4571-92ca-bb3760a3a22e,MEDIA,,,,,,b10e01_c0a48bb7fb57412294687833f4fc5523~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0fe4c616-d706-4b98-8eae-e1d6b1ebb07d,PRODUCT,Floral Charm Gold Necklace – 18K Gold Plated Stainless Steel,true,"<p>Fresh and feminine, this floral charm necklace brings a soft, elegant touch to your everyday style. Designed with delicate flower motifs connected by sleek curved links, it’s crafted from high-quality stainless steel and finished in radiant 18K gold plating. Lightweight, durable, and anti-tarnish, this piece offers a graceful, nature-inspired look — perfect for layering or wearing on its own for a subtle yet charming statement.</p>",necklaces,necklaces,,,,Luxereva,1049,2699,,IN_STOCK,false,,,L0138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0fe4c616-d706-4b98-8eae-e1d6b1ebb07d,MEDIA,,,,,,b10e01_78fab27e688b4a9ba0519acb655d84c0~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0fe4c616-d706-4b98-8eae-e1d6b1ebb07d,MEDIA,,,,,,b10e01_0ac089348e4544f6932dfbd6b151bd7a~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0fe4c616-d706-4b98-8eae-e1d6b1ebb07d,MEDIA,,,,,,b10e01_c024fff6b16844b4be92cfef1118a288~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_680f3507-f430-4491-9fde-4625177b005d,PRODUCT,Infinity Crystal Pendant Necklace – Stainless Steel,true,"<p>Elegant and timeless, this infinity pendant necklace symbolizes endless love and connection. Crafted from high-quality stainless steel in a sleek silver-tone finish, it features sparkling crystal accents that add a refined touch of brilliance. Designed to be lightweight, durable, and resistant to tarnish, this piece is perfect for everyday wear or meaningful gifting — a subtle statement of style and forever beauty.</p>",necklaces,necklaces,,,,Luxereva,749,1499,,IN_STOCK,false,,,L0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_680f3507-f430-4491-9fde-4625177b005d,MEDIA,,,,,,b10e01_2c45eaf5ebbd4b1dba27c946a11920ba~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_680f3507-f430-4491-9fde-4625177b005d,MEDIA,,,,,,b10e01_7392f50c0e9c471f8a93f5497c1b1d5d~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_680f3507-f430-4491-9fde-4625177b005d,MEDIA,,,,,,b10e01_aa8dc9bc296b44729caa4cb1dafcdfe5~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9e13ed40-b598-4951-8ee4-335329d649dd,PRODUCT,Layered Butterfly Gold Necklace – 18K Gold Plated Stainless Steel,true,"<p>Elegant and statement-making, this layered necklace features a stunning combination of sleek chains and a delicate butterfly pendant for a perfectly styled look. Crafted from premium stainless steel and finished in radiant 18K gold plating, it showcases subtle bead accents and a sparkling butterfly centerpiece that adds a touch of charm and sophistication. Lightweight, durable, and anti-tarnish, this all-in-one layered piece is perfect for elevating your everyday outfits or adding a refined glow to special occasions.</p>",necklaces,necklaces,,,,Luxereva,799,2499,,IN_STOCK,false,,,L1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9e13ed40-b598-4951-8ee4-335329d649dd,MEDIA,,,,,,b10e01_00d2b49bd7e44bdcbebd8687003f2baa~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9e13ed40-b598-4951-8ee4-335329d649dd,MEDIA,,,,,,b10e01_056b3b77b1534fe2a20d360834026f6f~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9e13ed40-b598-4951-8ee4-335329d649dd,MEDIA,,,,,,b10e01_a2c2df1973b94cda9ec9f57570006d87~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_430e26f8-ace9-4585-8cb8-f9eef6530869,PRODUCT,Emerald Cut Crystal Gold Pendant – 18K Gold Plated Stainless Steel,true,"<p>Bold yet refined, this emerald-cut pendant brings a touch of timeless luxury to your jewelry collection. Featuring a deep green crystal set in a sleek gold frame, it’s crafted from high-quality stainless steel and finished with radiant 18K gold plating. The clean geometric design paired with a rich gemstone hue makes it perfect for both everyday elegance and statement styling. Lightweight, durable, and anti-tarnish, this piece adds a sophisticated pop of color to any look.</p>",necklaces,necklaces,,,Best Seller,Luxereva,899,1799,90.64,IN_STOCK,false,,,L1036,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_430e26f8-ace9-4585-8cb8-f9eef6530869,MEDIA,,,,,,b10e01_1b6a7455fbb445f7858a1af70ed76ab6~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_430e26f8-ace9-4585-8cb8-f9eef6530869,MEDIA,,,,,,b10e01_f0c57c68beed403ebbc0ebd6719e3293~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_430e26f8-ace9-4585-8cb8-f9eef6530869,MEDIA,,,,,,b10e01_6357ec7b9c9f43de994daa602172464f~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_430e26f8-ace9-4585-8cb8-f9eef6530869,MEDIA,,,,,,b10e01_f9ebc3bcd9e04fdf94059e58717030b0~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_430e26f8-ace9-4585-8cb8-f9eef6530869,MEDIA,,,,,,b10e01_1306e09f3f1b4999ae0834adc1d82812~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_430e26f8-ace9-4585-8cb8-f9eef6530869,MEDIA,,,,,,b10e01_a500982c6e664ea6a83f3ea949f9053a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_48a8dfdc-83c4-4f15-9973-8faf9269c71a,PRODUCT,Emerald Square Halo Gold Pendant – 18K Gold Plated Stainless Steel,true,"<p>Sophisticated and striking, this square halo pendant features a rich emerald-toned center stone framed by a delicate border of shimmering crystals. Crafted from high-quality stainless steel and finished in radiant 18K gold plating, it offers a perfect balance of modern elegance and classic charm. The subtle bead chain detail adds a refined touch, making it ideal for both everyday wear and special occasions. Lightweight, durable, and anti-tarnish, this piece brings effortless luxury to any look.</p>",necklaces,necklaces,,,,,799,1799,,IN_STOCK,false,,,L1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_48a8dfdc-83c4-4f15-9973-8faf9269c71a,MEDIA,,,,,,b10e01_f083d94dab0640a68f8bf03510fff4f6~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_48a8dfdc-83c4-4f15-9973-8faf9269c71a,MEDIA,,,,,,b10e01_5126b4d77a5c47279c227771ae768a01~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_48a8dfdc-83c4-4f15-9973-8faf9269c71a,MEDIA,,,,,,b10e01_ac4839ecb0db409c8f73952aad4b48c6~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_240245ff-e5f9-466f-a06e-a1220ba04f4b,PRODUCT,Pearl Bow Layered Gold Necklace – 18K Gold Plated Stainless Steel,true,"<p>Chic and feminine, this layered necklace combines delicate pearls with elegant bow accents for a soft, graceful look. Crafted from high-quality stainless steel and finished in radiant 18K gold plating, it features a beautiful mix of chain textures paired with a dainty pearl strand for added charm. Lightweight, durable, and anti-tarnish, this piece is perfect for elevating everyday outfits or adding a romantic touch to special occasions.</p>",necklaces,necklaces,,,,,899,2399,,IN_STOCK,false,,,L1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_240245ff-e5f9-466f-a06e-a1220ba04f4b,MEDIA,,,,,,b10e01_7ab615550ccb4c17976436da3f606a08~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_240245ff-e5f9-466f-a06e-a1220ba04f4b,MEDIA,,,,,,b10e01_de750c2521184e51bd9b7c06626839c5~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_240245ff-e5f9-466f-a06e-a1220ba04f4b,MEDIA,,,,,,b10e01_42103f4bd42f421487cfc3478a70ba60~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1f3f65f9-78d3-44e2-91b3-cc4adc25166e,PRODUCT,Layered Emerald Frame Gold Necklace – 18K Gold Plated Stainless Steel,true,"<p>Bold and elegant, this layered necklace features a striking emerald-toned centerpiece set within a soft, luminous frame for a refined statement look. Designed with dual chains and subtle bead accents, it’s crafted from high-quality stainless steel and finished in radiant 18K gold plating. The combination of textures and rich color creates a perfect balance of modern sophistication and timeless charm. Lightweight, durable, and anti-tarnish, this piece is ideal for elevating both everyday and occasion wear.</p>",necklaces,necklaces,,,,Luxereva,849,1899,,IN_STOCK,false,,,L1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1f3f65f9-78d3-44e2-91b3-cc4adc25166e,MEDIA,,,,,,b10e01_78205e3755af47af9b5c030a5fb342b8~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1f3f65f9-78d3-44e2-91b3-cc4adc25166e,MEDIA,,,,,,b10e01_012ec32d1b2b43cca283e417cb4acd35~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1f3f65f9-78d3-44e2-91b3-cc4adc25166e,MEDIA,,,,,,b10e01_e4b53bc4b98e48bc802410ae7e7ae109~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ff13653c-4dcd-4682-8c78-df4fc422a3ed,PRODUCT,Dual Tone Crystal Circle Pendant Necklace – 18K Gold Plated Stainless Steel,true,"<p>Elegant and eye-catching, this dual-tone necklace features a refined blend of gold and silver accents for a modern, versatile look. Designed with delicate bead detailing along the chain, it is paired with a circular pendant adorned with shimmering crystals that add a touch of brilliance. Crafted from high-quality stainless steel and finished with 18K gold plating, this piece is lightweight, durable, and anti-tarnish. Perfect for everyday wear or special occasions, it offers a sophisticated balance of classic charm and contemporary style.</p>",necklaces,necklaces,,,,,849,2199,,IN_STOCK,false,,,L1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ff13653c-4dcd-4682-8c78-df4fc422a3ed,MEDIA,,,,,,b10e01_92a7c3eb59a446a59256aeec2fba4992~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ff13653c-4dcd-4682-8c78-df4fc422a3ed,MEDIA,,,,,,b10e01_9cbcc9a6e6164a21bb3fbee0df740dc2~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_83a66c99-bd35-4db0-897b-491474643b94,PRODUCT,Tulip Bloom Gold Pendant Necklace – 18K Gold Plated Stainless Steel,true,"<p>Graceful and feminine, this tulip-inspired pendant necklace captures the beauty of blooming elegance. Designed with delicate tulip motifs and soft pink crystal accents along a flowing vine, it’s crafted from high-quality stainless steel and finished in radiant 18K gold plating. The floral centerpiece adds a romantic charm, making it perfect for both everyday wear and special occasions. Lightweight, durable, and anti-tarnish, this piece brings a fresh, nature-inspired touch to your jewelry collection.</p>",necklaces,,,,,Luxereva,699,1899,,IN_STOCK,false,,,L1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_83a66c99-bd35-4db0-897b-491474643b94,MEDIA,,,,,,b10e01_c390282300ad450b83e23a1cf21553a4~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_83a66c99-bd35-4db0-897b-491474643b94,MEDIA,,,,,,b10e01_91059b63b7bb4d09959a3f619cd6dc0b~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_83a66c99-bd35-4db0-897b-491474643b94,MEDIA,,,,,,b10e01_aee9f2e61a904a9190a60b6a85823e94~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d874bc5f-c22d-4253-8f4a-eac5487f83d8,PRODUCT,18K Gold Plated Designer Watch-Style,true,"<p>levate your accessory game with this elegant 18K gold plated watch-style bracelet, crafted for a luxurious look without the premium price. Featuring a sleek oval dial-inspired centerpiece with classic Roman numeral detailing and a polished gold-tone finish, this piece blends timeless watch aesthetics with modern fashion jewelry design.</p><p>The intricately linked bracelet ensures a comfortable fit while adding a refined touch to any outfit—perfect for both everyday wear and special occasions.</p><p><span style=""font-weight: 700; color: #B81206"">Note:</span>&nbsp;<span style=""color: #B81206"">This is a fashion bracelet designed to resemble a watch. It is not a functional or real watch.</span></p><p><span style=""font-weight: 700"">Key Features:</span></p><ul><li><p>Premium 18K gold plated finish</p></li><li><p>Stylish watch-inspired design with Roman numerals</p></li><li><p>Lightweight and comfortable for daily wear</p></li><li><p>Secure clasp for easy fastening</p></li><li><p>Ideal for gifting or personal styling</p></li></ul><p>A chic statement piece that adds sophistication without trying too hard.</p>",bracelets,,,,,,549,1799,,IN_STOCK,false,,,L1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d874bc5f-c22d-4253-8f4a-eac5487f83d8,MEDIA,,,,,,b10e01_6aee6daf999e40ccb68ea76590ce6368~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_62462a3b-d357-427e-b226-0ce49361d711,PRODUCT,Rose Gold Tone Knot Design Bracelet with Crystal Accents,true,"<p>Add a touch of elegance to your look with this beautifully crafted rose gold tone bracelet. Featuring a delicate knot centerpiece symbolizing love and connection, this piece is enhanced with shimmering crystal accents along the band for a subtle sparkle.</p><p>Designed with a sleek and modern silhouette, the bracelet offers a comfortable fit and a secure clasp, making it perfect for both everyday wear and special occasions. Its refined finish and timeless design make it a versatile addition to any jewelry collection.</p><p><span style=""font-weight: 700"">Key Features:</span></p><ul><li><p>Elegant rose gold tone finish</p></li><li><p>Stylish knot design centerpiece</p></li><li><p>Embedded crystal detailing for added sparkle</p></li><li><p>Lightweight and comfortable</p></li><li><p>Secure clasp closure</p></li><li><p>Ideal for gifting or daily wear</p></li></ul><p>A graceful piece that effortlessly blends simplicity with sophistication.</p>",bracelets,bracelets,,,,,799,1699,,IN_STOCK,false,,,L1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_62462a3b-d357-427e-b226-0ce49361d711,MEDIA,,,,,,b10e01_5f7c40424aa04996be463a720bb2d951~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_62462a3b-d357-427e-b226-0ce49361d711,MEDIA,,,,,,b10e01_ea2177a0df304d93897088031a9b3f0b~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fc48892b-9a20-4b66-942a-1f13d9117e17,PRODUCT,Silver Tone Knot Design Bracelet with Crystal Accents,true,"<p>Add a touch of elegance to your look with this beautifully crafted rose gold tone bracelet. Featuring a delicate knot centerpiece symbolizing love and connection, this piece is enhanced with shimmering crystal accents along the band for a subtle sparkle.</p><p>Designed with a sleek and modern silhouette, the bracelet offers a comfortable fit and a secure clasp, making it perfect for both everyday wear and special occasions. Its refined finish and timeless design make it a versatile addition to any jewelry collection.</p><p><span style=""font-weight: 700"">Key Features:</span></p><ul><li><p>Elegant rose gold tone finish</p></li><li><p>Stylish knot design centerpiece</p></li><li><p>Embedded crystal detailing for added sparkle</p></li><li><p>Lightweight and comfortable</p></li><li><p>Secure clasp closure</p></li><li><p>Ideal for gifting or daily wear</p></li></ul><p>A graceful piece that effortlessly blends simplicity with sophistication.</p>",bracelets,bracelets,,,,Luxereva,799,1699,,IN_STOCK,false,,,L1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fc48892b-9a20-4b66-942a-1f13d9117e17,MEDIA,,,,,,b10e01_dd513f3e3d364b7da563dabaad66b21e~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fc48892b-9a20-4b66-942a-1f13d9117e17,MEDIA,,,,,,b10e01_424408ee059d48069814f204813856c9~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
